,gender,familyname,givenname,picture,email,occupation,birth_date,birth_country,company,street,city,zip,region,region_abbr,country,phone_code,phone,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local,birth_continent,continent
<Pavitra_Punia>,f,Punia,Pavitra,,p.punia@comcast.net,bodyguard,1947-05-15,India,Olympus Corporation,67 Fieldston Road,Riverdale,10471,New York,NY,United States,1,6149678568,,,"Neha Singh (born 22 August 1988) known by her stage name Pavitra Punia is an Indian television actress. She is known for portraying Geet Dhillon in Love u Zindagi. She participated in Splitsvilla 3. She also played Simran Ahluwalia in Sawaare Sabke Sapne... Preeto and Paulomi Roy in Naagin 3. She has also worked in Honge Judaa Naa Hum as Anushka. Kavach... Kaali Shaktiyon Se as Ritu, Chandrika in Daayan. She is currently seen playing an evil fairy named Timnasa in the popular SAB TV sitcom Baalveer Returns.",,,Asia,North America
<Jennifer_Campbell>,f,Campbell,Jennifer,File:Jennifer_Campbell_2013-12-03_15-57.jpg,solifo@hotmail.fr,fiction writer,2010-05-16,United States,KUKA,391 Thorne Avenue,Winkelman,85192,Arizona,AZ,United States,1,6146784481,https://upload.wikimedia.org/wikipedia/commons/2/24/Jennifer_Campbell_2013-12-03_15-57.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Jennifer_Campbell_2013-12-03_15-57.jpg/250px-Jennifer_Campbell_2013-12-03_15-57.jpg,"Jennifer Campbell (born c. 1945) is an American politician and retired physician in San Diego, California. She currently serves as a member of the San Diego City Council representing City Council District 2. She is a Democrat, although city council positions are officially nonpartisan per California state law.
District 2 includes the neighborhoods of Bay Park, Morena, Midway/North Bay, Mission Beach, Bay Ho, Ocean Beach, Pacific Beach, and Point Loma.",00922.jpg,00925.jpg,North America,North America
<Vanita_Srivastava>,f,Srivastava,Vanita,vanitasrivastava.jpg,srivastava@gmx.net,planter,1992-02-04,India,Österreichische Post,73 Rue Worth,Suresnes,92150,Île-de-France,,France,33,421429911,https://upload.wikimedia.org/wikipedia/commons/f/f7/Vanitasrivastava.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Vanitasrivastava.jpg/250px-Vanitasrivastava.jpg,,00923.jpg,00926.jpg,Asia,Europe
<Katharina_Hennig>,f,Hennig,Katharina,KatharinaHennig.JPG,hennig@ig.com.br,corporate director,1964-01-03,Germany,Dominion Energy,389 avenue Victor-Hugo,Paris,75001,Île-de-France,,France,33,752248438,https://upload.wikimedia.org/wikipedia/commons/c/ca/KatharinaHennig.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/KatharinaHennig.JPG/250px-KatharinaHennig.JPG,"Katharina Hennig (born 14 June 1996) is a German cross-country skier who represents the club WSC Ergebirge Oberwiesenthal. She resides in Königswalde.She competed at the FIS Nordic World Ski Championships 2017 in Lahti, Finland.",00924.jpg,00927.jpg,Europe,Europe
<Margaret_Vale>,f,Vale,Margaret,Margaret Howe.jpg,vale349@aim.com,game show host,1989-04-19,United States,USAA,398 Little Falls Road,Arlington,22213,Virginia,VA,United States,1,4771971776,https://upload.wikimedia.org/wikipedia/commons/3/3e/Margaret_Howe.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Margaret_Howe.jpg/250px-Margaret_Howe.jpg,"Margaret Vale (born Margaret Smyth Flinn, later Margaret Howe; March 30, 1878 in Charleston, South Carolina – November 29, 1947 in Columbia, South Carolina) was a film and theatre actress and a feminist.",00925.jpg,00928.jpg,North America,North America
<Dana_Rosendorff>,f,Rosendorff,Dana,"Dana Rosendorff, Actress.jpg",danarosendorff1405@terra.com.br,producer,1932-01-02,Australia,Grameen Bank,182 Pierce Ferry Rd,Dolan Springs,86441,Arizona,AZ,United States,1,8945791892,https://upload.wikimedia.org/wikipedia/commons/2/23/Dana_Rosendorff%2C_Actress.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Dana_Rosendorff%2C_Actress.jpg/250px-Dana_Rosendorff%2C_Actress.jpg,"Dana Rosendorff (born in Perth, Western Australia) is an Australian actress.
Rosendorff was born in Perth, the daughter of the founder of Rosendorff Diamond Jewellers.After relocating to Los Angeles, Rosendorff appeared in Australian comedy Bitter Art.In 2016 Rosendorff starred opposite Mischa Barton as her estranged best friend Heather in the feature film Deserted.",00926.jpg,00929.jpg,Oceania,North America
<Anjolie_Ela_Menon>,f,Menon,Anjolie,,anjoliemenon7619@yahoo.com,film critic,1985-01-25,India,M&T Bank,279 promenade des Anglais,Nice,06000,Provence-Alpes-Côte d'Azur,,France,33,489357193,,,"Anjolie Ela Menon (born 1940) is one of India's leading contemporary artists. Her paintings are in several major collections. In 2006 her work ""Yatra"" was acquired by the Asian Art Museum of San Francisco, California.  Her preferred medium is oil on masonite, though she has also worked in other media, including glass and water colour. She is a well known muralist. She was awarded the Padma Shree in 2000. She lives and works in New Delhi.",,,Asia,Europe
<Heather_Elizabeth_Apple>,f,Apple,Heather,Carding wool dyed with marigold flowers.JPG,fito16@mail.com,environmental activist,1950-08-21,Canada,Bank of Moscow,19 rue Marcel-Tribut,Tours,37000,Centre-Val de Loire,,France,33,581795973,https://upload.wikimedia.org/wikipedia/commons/3/36/Carding_wool_dyed_with_marigold_flowers.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Carding_wool_dyed_with_marigold_flowers.JPG/250px-Carding_wool_dyed_with_marigold_flowers.JPG,"Heather Elizabeth Apple (born 1948) is a Canadian writer, artist, and educator, with an interest in organic horticulture. She was awarded a 125th Anniversary of the Confederation of Canada Medal in 1992.",00927.jpg,00930.jpg,North America,Europe
<Kinga_Augustyn>,f,Augustyn,Kinga,Kinga_a.jpg,kinga-augustyn202@wanadoo.fr,bodyguard,1976-01-27,Poland,Kamaz,138 Hwy 20 East,Denton,66017,Kansas,KS,United States,1,7364833114,https://upload.wikimedia.org/wikipedia/commons/f/f9/Kinga_a.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Kinga_a.jpg/250px-Kinga_a.jpg,"Kinga Augustyn is a New York City-based virtuoso violinist. She has established an international career having performed as a soloist with numerous orchestras, recitalist, and recording artist.",00928.jpg,00931.jpg,Europe,North America
<Bärbel_Dieckmann>,f,Dieckmann,Bärbel,Baerbel Dieckmann 2006.jpg,b.dieckmann76@yahoo.de,military commander,1960-02-01,Germany,Vapiano,105 rue de Sèze,Lyon,69001,Auvergne-Rhône-Alpes,,France,33,632148438,https://upload.wikimedia.org/wikipedia/commons/8/81/Baerbel_Dieckmann_2006.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Baerbel_Dieckmann_2006.jpg/250px-Baerbel_Dieckmann_2006.jpg,"Bärbel Dieckmann (née Pritz, born 26 March 1949) is a German politician who was elected mayor of Bonn in 1994 and was in office until 2009. She is the first woman and Social Democrat to become mayor of Bonn.",00929.jpg,00932.jpg,Europe,Europe
<Eva_Hamilton>,f,Hamilton,Eva,Eva Hamilton (cropped).jpg,eva.hamilton@arcor.de,cinema theorist,2012-01-23,Sweden,Myer,181 avenue Charles-Floquet,Paris,75001,Île-de-France,,France,33,743144755,https://upload.wikimedia.org/wikipedia/commons/9/90/Eva_Hamilton_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Eva_Hamilton_%28cropped%29.jpg/250px-Eva_Hamilton_%28cropped%29.jpg,"Eva Gerd Alice Cecilia Hamilton, (born 29 April 1954) is a Swedish journalist who from 6 November 2006 until 2014 was the CEO for the Swedish public service television company Sveriges Television. In 2007, Hamilton was named ""Sweden's most powerful woman in media"" by the Veckans Affärer magazine.",00930.jpg,00933.jpg,Europe,Europe
<Courtney_Field>,f,Field,Courtney,2016 2017 UCI Track World Cup Apeldoorn 23.jpg,c-field@bol.com.br,humanist,1948-12-30,Australia,Müller,422 rue Henri-Huchard,Paris,75001,Île-de-France,,France,33,413439637,https://upload.wikimedia.org/wikipedia/commons/e/ef/2016_2017_UCI_Track_World_Cup_Apeldoorn_23.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/2016_2017_UCI_Track_World_Cup_Apeldoorn_23.jpg/250px-2016_2017_UCI_Track_World_Cup_Apeldoorn_23.jpg,"Courtney Field (born (1997-04-23)23 April 1997) is an Australian female track cyclist, representing Australia at international competitions. She won the bronze medal at the 2016–17 UCI Track Cycling World Cup, Round 1 in Glasgow in the keirin.",00931.jpg,00934.jpg,Oceania,Europe
<Sabina_Valbusa>,f,Valbusa,Sabina,VALBUSA Sabina Tour de Ski 2010.jpg,s-valbusa@telenet.be,director,1949-12-27,Italy,Ferrero SpA,249 rue du Docteur-Maret,Dijon,21000,Bourgogne-Franche-Comté,,France,33,875123673,https://upload.wikimedia.org/wikipedia/commons/0/03/VALBUSA_Sabina_Tour_de_Ski_2010.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/VALBUSA_Sabina_Tour_de_Ski_2010.jpg/250px-VALBUSA_Sabina_Tour_de_Ski_2010.jpg,"Sabina Valbusa (born January 21, 1972 in Verona) is an Italian cross-country skier who competed from 1993 to 2010.",00932.jpg,00935.jpg,Europe,Europe
<Jyotsna_Srikanth>,f,Srikanth,Jyotsna,Jyotsna Srikanth.jpg,jyotsna-srikanth@att.net,television director,1989-09-17,India,SK Telecom,Highway 70 Mile Post 270,San Carlos,85550,Arizona,AZ,United States,1,2177628243,https://upload.wikimedia.org/wikipedia/commons/1/1b/Jyotsna_Srikanth.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1b/Jyotsna_Srikanth.jpg,"Jyotsna Srikanth is an Indian violinist and composer, performing Carnatic music and Western classical music.",00933.jpg,00936.jpg,Asia,North America
<Erika_Amato>,f,Amato,Erika,Erika Amato.jpg,amato@gmail.com,photographer,2014-11-02,United States,Oshkosh Corporation,439 South Third Avenue,Alpena,49707,Michigan,MI,United States,1,2269234845,https://upload.wikimedia.org/wikipedia/commons/8/86/Erika_Amato.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Erika_Amato.jpg/250px-Erika_Amato.jpg,"Erika Amato (born December 7, 1969) is an American singer and actress and a founding member of the band Velvet Chain.",00934.jpg,00937.jpg,North America,North America
<Lucy_Hanna>,f,Hanna,Lucy,LHannaPortrait.jpg,seni@planet.nl,film producer,2004-02-04,United States,FirstEnergy,202 Foxhound Lane,Middleburg,20117,Virginia,VA,United States,1,1759424347,https://upload.wikimedia.org/wikipedia/commons/c/c5/LHannaPortrait.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/LHannaPortrait.jpg/250px-LHannaPortrait.jpg,"Lucy Hanna is an artist, photographer, and filmmaker based in Seattle, Washington and San Francisco, California.
Hanna directed the film Shaken & Stirred (2009) and has photographed Mia Zapata, a Seattle singer that fronted the punk band The Gits.",00935.jpg,00938.jpg,North America,North America
<Ishita_Arun>,f,Arun,Ishita,Ishita Arun 2010 - still 113962 crop.jpg,arun@gmail.com,frontiersman,1943-09-07,India,AU Optronics,192 Northwest 50th Street,Warr Acres,73122,Oklahoma,OK,United States,1,4326565152,https://upload.wikimedia.org/wikipedia/commons/a/a1/Ishita_Arun_2010_-_still_113962_crop.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Ishita_Arun_2010_-_still_113962_crop.jpg/250px-Ishita_Arun_2010_-_still_113962_crop.jpg,,00936.jpg,00939.jpg,Asia,North America
<Cornelia_Cnoop>,f,Cnoop,Cornelia,Gerard David - portrait of Cornelia Cnoop (cropped).jpg,ccnoop@yahoo.com.mx,physician,1973-10-05,Netherlands,Real,332 Wyoming Blvd. NE,Albuquerque,87109,New Mexico,NM,United States,1,5243857771,https://upload.wikimedia.org/wikipedia/commons/3/37/Gerard_David_-_portrait_of_Cornelia_Cnoop_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/Gerard_David_-_portrait_of_Cornelia_Cnoop_%28cropped%29.jpg,"Cornelia Cnoop or Cnopp (born 1450) was a Netherlandish miniature painter.  A painting attributed to her hand was exhibited in 1902 in Bruges during the Exposition des primitifs flamands à Bruges, in the Provinciaal Hof as catalog number 130.She was married to Gerard David.

She was born in Bruges as the daughter of the goldsmith Jacob Cnoop de Jongere and Kathelijne uter Vorst. Her father was a dean of the goldsmiths' guild. She married Gerard David in 1497. They had a daughter Barbara. In 1509 her husband donated a Virgo inter Virgines to the church of the Carmelites, that included a self-portrait on the left and a portrait of his wife on the right.",00937.jpg,00940.jpg,Europe,North America
<Danielle_Polanco>,f,Polanco,Danielle,Danielle Polanco.jpg,tumo357@tiscali.co.uk,character designer,1953-04-17,United States,Tereos,11 bis boulevard de Picpus,Paris,75001,Île-de-France,,France,33,692352356,https://upload.wikimedia.org/wikipedia/commons/e/ea/Danielle_Polanco.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Danielle_Polanco.jpg/250px-Danielle_Polanco.jpg,"Danielle Polanco is an American dancer and choreographer and actress. She is best known for being the leading lady in Omarion's music video Touch and for starring in the 2008 movie Step Up 2: The Streets, in which she portrayed Missy Serrano.Polanco has choreographed for Janet Jackson, Jennifer Lopez and Beyoncé Knowles. She has also appeared as a dancer in numerous music videos for artists such as Jennifer Lopez, Beyoncé, Amerie, Janet Jackson, Usher, Bruno Mars, and Kat DeLuna. She is a voguer under the House of Ninja.She appeared in the Broadway revival of West Side Story as one of the Shark girls, Consuela.",00938.jpg,00941.jpg,North America,Europe
<Corinne_Grant>,f,Grant,Corinne,Corinne Grant.jpg,corinne.grant2827@gmail.com,researcher,1971-01-03,Australia,Prosegur,192 Bochicchio Blvd,Covington Township,18444,Pennsylvania,PA,United States,1,8119723636,https://upload.wikimedia.org/wikipedia/commons/8/8b/Corinne_Grant.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Corinne_Grant.jpg/250px-Corinne_Grant.jpg,"Corinne Grant (born 12 June 1973 in Corryong, Victoria) is an Australian lawyer, comedian and television presenter.",00939.jpg,00942.jpg,Oceania,North America
<Mahaut_Mondino>,f,Mondino,Mahaut,Mahaut-Clarke Tolton.jpg,m.mondino@bellsouth.net,trade union executive,1935-05-31,France,Ernst & Young,64 McNab Pkwy.,San Manuel,85631,Arizona,AZ,United States,1,8139296631,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mahaut-Clarke_Tolton.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Mahaut-Clarke_Tolton.jpg/250px-Mahaut-Clarke_Tolton.jpg,Mahaut Mondino is a Paris-born singer-songwriter.,00940.jpg,00943.jpg,Europe,North America
<Sofija_Jovanović>,f,Jovanović,Sofija,Sofija Jovanović.jpg,jovanovic4815@sky.com,essayist,1940-08-18,Serbia,Bank Negara Indonesia,125 North Coit Road,Richardson,75080,Texas,TX,United States,1,8974186352,https://upload.wikimedia.org/wikipedia/commons/f/fb/Sofija_Jovanovi%C4%87.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Sofija_Jovanovi%C4%87.jpg/250px-Sofija_Jovanovi%C4%87.jpg,"Sofija Jovanović (Serbian Cyrillic: Софија Јовановић; 1895–1979) was a Serbian war heroine who fought in the Balkan Wars and First World War. She had joined the Serbian Army under the male name Sofronije Jovanović immediately upon the start of World War I and Austria's attack on Serbia. She defended Belgrade in October 1915 from the armies of Germany and Austria-Hungary. She was present at the Serbian army's retreat through Albania (winter 1915–16). She participated at the Salonika Front and the Liberation of Belgrade in November 1918.
She has been called ""Jeanne d'Arc serbe"" (""The Joan of Arc of Serbia"").",00941.jpg,00944.jpg,Europe,North America
<Tara_Profitt>,f,Profitt,Tara,Tara Profitt at the Slovenia Open in 2012.jpg,tprofitt@windstream.net,literary critic,2017-12-28,United States,Syndicate Bank,286 West Gore Boulevard,Lawton,73505,Oklahoma,OK,United States,1,4924698928,https://upload.wikimedia.org/wikipedia/commons/c/c2/Tara_Profitt_at_the_Slovenia_Open_in_2012.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Tara_Profitt_at_the_Slovenia_Open_in_2012.jpg/250px-Tara_Profitt_at_the_Slovenia_Open_in_2012.jpg,"Tara Profitt is an American Paralympic table tennis player who won a silver medal at the 2011 Parapan American Games in the women's doubles alongside Pamela Fontaine and was fourth place during the women’s singles at the same championships. Currently she attends Wright State University and is married to Clyde.Profitt competed at the 2012 Summer Paralympics in London, United Kingdom, 28 years after her previous Paralympic appearance at the 1984 Games.",00942.jpg,00945.jpg,North America,North America
